date,open,high,low,close,volume
2017-08-18,21724.88,21793.35,21641.63,21673.96,309070000.0
2017-08-21,21671.36,21718.74,21600.34,21703.75,309073881.0
2017-08-22,21739.78,21912.83,21738.13,21899.89,277876084.0
2017-08-23,21850.27,21866.66,21808.39,21812.09,244978327.0
2017-08-24,21839.9,21870.11,21765.82,21783.4,234807991.0
2017-08-25,21819.08,21906.86,21812.81,21813.67,217570000.0
2017-08-28,21832.5,21861.49,21767.94,21808.4,217565475.0
2017-08-29,21718.0,21879.22,21673.58,21865.37,227340000.0
2017-08-30,21859.76,21914.26,21839.47,21892.43,242840000.0
2017-08-31,21936.01,21985.76,21910.5,21952.35,376790000.0
2017-09-01,21981.77,22038.97,21974.91,21987.56,376789635.0
2017-09-05,21912.37,21921.09,21709.63,21753.31,332840000.0
2017-09-06,21815.76,21849.24,21794.07,21807.64,332839873.0
2017-09-07,21820.38,21850.01,21745.71,21784.78,333810000.0
2017-09-08,21764.43,21846.63,21731.12,21798.28,333813349.0
2017-09-11,21927.79,22067.1,21927.79,22057.37,289404747.0
2017-09-12,22090.56,22134.57,22087.09,22118.86,364580000.0
2017-09-13,22103.47,22158.18,22095.79,22158.18,291890000.0
2017-09-14,22144.96,22216.44,22135.26,22203.48,297780000.0
2017-09-15,22252.44,22275.02,22214.52,22267.86,527540000.0
2017-09-18,22297.92,22355.62,22283.35,22331.35,302740000.0
2017-09-19,22349.7,22386.01,22340.71,22370.8,295570000.0
2017-09-20,22351.38,22413.26,22314.68,22412.59,334560000.0
2017-09-21,22414.02,22419.51,22356.55,22359.23,287390000.0
2017-09-22,22334.07,22364.31,22299.58,22349.59,297140000.0
2017-09-25,22320.47,22359.88,22219.11,22295.75,332430000.0
2017-09-26,22322.03,22369.35,22279.52,22284.32,285990000.0
2017-09-27,22330.93,22371.1,22254.93,22340.71,342900000.0
2017-09-28,22306.83,22394.74,22288.97,22381.2,263010000.0
2017-09-29,22358.47,22405.63,22332.96,22402.75,274790000.0
2017-10-02,22423.47,22559.38,22416.0,22557.6,268530000.0
2017-10-03,22564.45,22646.32,22562.9,22641.67,238830000.0
2017-10-04,22645.67,22685.94,22632.8,22661.57,235730000.0
2017-10-05,22669.08,22777.04,22655.14,22775.39,246400000.0
2017-10-06,22762.03,22773.67,22730.85,22773.67,221450000.0
2017-10-09,22779.73,22803.37,22739.38,22761.07,310770000.0
2017-10-10,22784.76,22850.51,22770.99,22830.68,319270000.0
2017-10-11,22827.65,22872.89,22821.66,22872.89,316000000.0
2017-10-12,22854.85,22884.82,22821.13,22841.01,291790000.0
2017-10-13,22876.43,22905.33,22855.93,22872.61,259560000.0
2017-10-16,22892.92,22960.12,22887.12,22957.02,247180000.0
2017-10-17,22952.41,23002.2,22948.23,22997.24,273090000.0
2017-10-18,23087.13,23172.93,23086.75,23157.6,271870000.0
2017-10-19,23107.47,23167.24,23052.67,23163.04,350400000.0
2017-10-20,23205.18,23328.84,23201.78,23328.63,474380000.0
2017-10-23,23348.95,23368.37,23274.05,23274.38,456830000.0
2017-10-24,23346.78,23485.25,23343.23,23441.76,406850000.0
2017-10-25,23431.09,23451.51,23251.11,23329.46,399560000.0
2017-10-26,23380.89,23459.84,23380.89,23400.86,370600000.0
2017-10-27,23419.16,23449.4,23353.16,23434.19,518870000.0
2017-10-30,23405.75,23428.75,23327.87,23348.74,436900000.0
2017-10-31,23369.22,23406.35,23334.39,23377.24,388050000.0
2017-11-01,23442.9,23517.71,23388.91,23435.01,361260000.0
2017-11-02,23463.24,23531.38,23350.98,23516.26,348040000.0
2017-11-03,23549.59,23557.06,23481.57,23539.19,312250000.0
2017-11-06,23533.96,23574.86,23520.75,23548.42,325190000.0
2017-11-07,23574.03,23602.12,23484.19,23557.23,285080000.0
2017-11-08,23542.6,23575.0,23510.56,23563.36,264670000.0
2017-11-09,23492.09,23516.74,23310.02,23461.94,305440000.0
2017-11-10,23432.71,23452.2,23392.96,23422.21,351280000.0
2017-11-13,23367.47,23461.68,23343.34,23439.7,491260000.0
2017-11-14,23388.4,23414.08,23271.57,23409.47,561330000.0
2017-11-15,23334.59,23344.99,23242.75,23271.28,404300000.0
2017-11-16,23365.34,23492.19,23365.34,23458.36,402020000.0
2017-11-17,23433.77,23433.77,23356.01,23358.24,386000000.0
2017-11-20,23370.71,23456.88,23360.58,23430.33,315330000.0
2017-11-21,23500.15,23617.8,23500.15,23590.83,329650000.0
2017-11-22,23597.24,23605.77,23507.61,23526.18,268760000.0
2017-11-24,23552.75,23599.18,23551.59,23557.99,118610000.0
2017-11-27,23552.86,23638.92,23545.02,23580.78,296320000.0
2017-11-28,23625.19,23849.61,23617.11,23836.71,319240000.0
2017-11-29,23883.26,23959.76,23872.59,23940.68,401410000.0
2017-11-30,24013.8,24327.82,24013.8,24272.35,488200000.0
2017-12-01,24305.4,24322.06,23921.9,24231.59,417910000.0
2017-12-04,24424.11,24534.04,24288.19,24290.05,424250000.0
2017-12-05,24335.01,24349.74,24155.28,24180.64,371190000.0
2017-12-06,24171.9,24229.35,24134.49,24140.91,312720000.0
2017-12-07,24116.6,24262.88,24101.24,24211.48,319060000.0
2017-12-08,24263.26,24330.12,24225.5,24329.16,293590000.0
2017-12-11,24338.11,24389.72,24314.74,24386.03,300580000.0
2017-12-12,24452.96,24552.97,24443.83,24504.8,342220000.0
2017-12-13,24525.19,24666.02,24518.3,24585.43,325280000.0
2017-12-14,24631.01,24672.48,24508.66,24508.66,314780000.0
2017-12-15,24585.71,24688.62,24584.44,24651.74,635740000.0
2017-12-18,24739.56,24876.07,24739.56,24792.2,354880000.0
2017-12-19,24834.38,24850.11,24715.6,24754.75,335330000.0
2017-12-20,24838.09,24852.44,24697.11,24726.65,341790000.0
2017-12-21,24778.26,24850.91,24766.27,24782.29,339530000.0
2017-12-22,24764.04,24784.15,24717.51,24754.06,255140000.0
2017-12-26,24715.84,24778.13,24708.42,24746.21,208290000.0
2017-12-27,24766.52,24789.52,24731.68,24774.3,225890000.0
2017-12-28,24807.21,24839.23,24797.13,24837.51,200960000.0
2017-12-29,24849.63,24871.66,24719.22,24719.22,270760000.0
2018-01-02,24809.35,24864.19,24741.7,24824.01,341130000.0
2018-01-03,24850.45,24941.92,24825.55,24922.68,456790000.0
2018-01-04,24964.86,25105.96,24963.27,25075.13,403280000.0
2018-01-05,25114.92,25299.79,25112.01,25295.87,358020000.0
2018-01-08,25308.4,25311.99,25235.41,25283.0,341390000.0
2018-01-09,25312.05,25439.78,25308.41,25385.8,333490000.0
2018-01-10,25348.13,25404.92,25256.99,25369.13,341470000.0
2018-01-11,25398.6,25575.42,25396.19,25574.73,346830000.0
2018-01-12,25638.39,25810.43,25633.08,25803.19,376390000.0
2018-01-16,25987.62,26086.12,25702.99,25792.86,606520000.0
2018-01-17,25910.78,26130.45,25865.02,26115.65,522720000.0
2018-01-18,26149.55,26153.42,25947.32,26017.81,492780000.0
2018-01-19,25987.35,26071.72,25942.83,26071.72,585000000.0
2018-01-22,26025.32,26215.23,25974.65,26214.6,431200000.0
2018-01-23,26214.87,26246.19,26143.9,26210.81,433490000.0
2018-01-24,26282.07,26392.8,26106.94,26252.12,518790000.0
2018-01-25,26313.06,26458.25,26259.72,26392.79,401390000.0
2018-01-26,26466.74,26616.71,26425.35,26616.71,477780000.0
2018-01-29,26584.28,26608.9,26435.34,26439.48,421000000.0
2018-01-30,26198.45,26256.99,26028.42,26076.89,448330000.0
2018-01-31,26268.17,26338.03,26050.98,26149.39,479130000.0
2018-02-01,26083.04,26306.7,26014.44,26186.71,410620000.0
2018-02-02,26061.79,26061.79,25490.66,25520.96,522880000.0
2018-02-05,25337.87,25520.53,23923.88,24345.75,714450000.0
2018-02-06,24085.17,24946.23,23778.74,24912.77,823940000.0
2018-02-07,24892.87,25293.96,24785.44,24893.35,504620000.0
2018-02-08,24902.3,24903.68,23849.23,23860.46,657500000.0
2018-02-09,23992.67,24382.14,23360.29,24190.9,735030000.0
2018-02-12,24337.76,24765.16,24290.48,24601.27,496610000.0
2018-02-13,24540.33,24705.72,24421.03,24640.45,374410000.0
2018-02-14,24535.82,24925.95,24490.36,24893.49,431160000.0
2018-02-15,25047.82,25203.95,24809.42,25200.37,416780000.0
2018-02-16,25165.94,25432.42,25149.26,25219.38,406730000.0
2018-02-20,25124.91,25179.01,24884.19,24964.75,421510000.0
2018-02-21,24988.06,25267.99,24792.99,24797.78,456070000.0
2018-02-22,24855.41,25156.72,24854.83,24962.48,378900000.0
2018-02-23,25050.51,25313.91,25028.73,25309.99,335420000.0
2018-02-26,25403.35,25732.8,25398.56,25709.27,473360000.0
2018-02-27,25735.78,25800.35,25407.83,25410.03,438390000.0
2018-02-28,25485.15,25576.15,25022.42,25029.2,451870000.0
2018-03-01,25024.04,25185.35,24442.56,24608.98,506280000.0
2018-03-02,24394.91,24592.46,24217.76,24538.06,437130000.0
2018-03-05,24471.31,24961.0,24387.15,24874.76,383910000.0
2018-03-06,24965.89,24995.24,24708.41,24884.12,331770000.0
2018-03-07,24758.15,24849.68,24535.12,24801.36,394070000.0
2018-03-08,24853.41,24950.49,24703.05,24895.21,327300000.0
2018-03-09,25004.89,25336.33,25004.89,25335.74,371570000.0
2018-03-12,25372.44,25449.15,25152.02,25178.61,362580000.0
2018-03-13,25257.75,25376.4,24947.5,25007.03,447880000.0
2018-03-14,25086.97,25130.12,24668.83,24758.12,356830000.0
2018-03-15,24837.29,25053.87,24753.29,24873.66,316310000.0
2018-03-16,24877.34,25031.0,24857.09,24946.51,654240000.0
2018-03-19,24893.69,24893.69,24453.14,24610.91,377990000.0
2018-03-20,24650.64,24803.61,24650.64,24727.27,342510000.0
2018-03-21,24723.49,24977.65,24655.4,24682.31,343230000.0
2018-03-22,24526.01,24526.01,23938.74,23957.89,439280000.0
2018-03-23,23995.18,24108.47,23509.06,23533.2,482550000.0
2018-03-26,23825.74,24232.3,23741.22,24202.6,479540000.0
2018-03-27,24276.62,24446.22,23708.73,23857.71,524480000.0
2018-03-28,23883.08,24092.47,23728.67,23848.42,530040000.0
2018-03-29,23949.18,24314.3,23928.13,24103.11,463550000.0
2018-04-02,24076.6,24123.8,23344.52,23644.19,509820000.0
2018-04-03,23698.33,24044.35,23664.33,24033.36,394130000.0
2018-04-04,23654.15,24308.96,23523.16,24264.3,388540000.0
2018-04-05,24313.91,24622.26,24313.91,24505.22,347790000.0
2018-04-06,24373.6,24434.4,23738.2,23932.76,395990000.0
2018-04-09,24037.52,24373.18,23954.83,23979.1,380790000.0
2018-04-10,24198.95,24511.35,24198.95,24408.0,368590000.0
2018-04-11,24274.19,24366.57,24150.87,24189.45,286360000.0
2018-04-12,24302.82,24592.12,24302.82,24483.05,336130000.0
2018-04-13,24582.82,24646.45,24243.74,24360.14,331890000.0
2018-04-16,24483.15,24675.36,24480.2,24573.04,305070000.0
2018-04-17,24681.79,24858.97,24681.79,24786.63,342410000.0
2018-04-18,24820.85,24832.54,24721.09,24748.07,302030000.0
2018-04-19,24711.3,24762.48,24557.03,24664.89,381110000.0
2018-04-20,24657.39,24678.07,24375.04,24462.94,537770000.0
2018-04-23,24488.07,24536.89,24328.54,24448.69,351030000.0
2018-04-24,24579.94,24579.94,23828.73,24024.13,468180000.0
2018-04-25,24070.2,24146.34,23823.08,24083.83,437103293.0
2018-04-26,24128.72,24402.46,24128.72,24322.34,390362226.0
2018-04-27,24342.14,24359.38,24194.45,24311.19,392806021.0
2018-04-30,24410.41,24498.23,24163.08,24163.15,416652391.0
2018-05-01,24117.29,24117.29,23808.19,24099.05,380066052.0
2018-05-02,24097.63,24185.52,23886.3,23924.98,385346919.0
2018-05-03,23836.23,23996.15,23531.31,23930.15,389239720.0
2018-05-04,23865.22,24333.35,23778.87,24262.51,329482313.0
2018-05-07,24317.66,24479.45,24263.42,24357.32,307674344.0
2018-05-08,24341.35,24412.34,24198.34,24360.21,344935025.0
2018-05-09,24399.18,24586.48,24323.87,24542.54,361584696.0
2018-05-10,24591.66,24794.99,24575.91,24739.53,304209370.0
2018-05-11,24758.64,24868.65,24717.5,24831.17,274145837.0
2018-05-14,24879.37,24994.19,24862.52,24899.41,282855588.0
2018-05-15,24809.55,24809.55,24629.39,24706.41,301903205.0
2018-05-16,24722.32,24801.19,24672.79,24768.93,280812814.0
2018-05-17,24752.4,24839.49,24639.4,24713.98,314650345.0
2018-05-18,24707.72,24774.97,24664.87,24715.09,269696371.0
2018-05-21,24883.06,25086.49,24883.06,25013.29,308921612.0
2018-05-22,25047.55,25064.99,24812.06,24834.41,288204714.0
2018-05-23,24757.71,24889.46,24667.12,24886.81,399609887.0
2018-05-24,24877.36,24877.36,24605.9,24811.76,347051120.0
2018-05-25,24781.29,24824.22,24687.81,24753.09,257211712.0
2018-05-29,24606.59,24635.18,24247.84,24361.45,395806456.0
2018-05-30,24467.83,24714.48,24459.09,24667.78,324874267.0
2018-05-31,24620.79,24620.79,24352.15,24415.84,429743177.0
2018-06-01,24542.09,24673.6,24542.09,24635.21,315707314.0
2018-06-04,24727.55,24859.37,24722.14,24813.69,340399579.0
2018-06-05,24820.12,24838.78,24710.82,24799.98,306341502.0
2018-06-06,24854.14,25146.46,24854.14,25146.39,316089540.0
2018-06-07,25192.14,25326.09,25164.48,25241.41,357682477.0
2018-06-08,25209.29,25325.63,25165.7,25316.53,317511830.0
2018-06-11,25336.67,25402.83,25290.2,25322.31,276743816.0
